name,type,pos,poss,pose,size,stru,ori,division,weld
 =21945/500296,SCTN,X 79000mm Y 8105mm Z 35980mm,X 79000mm Y 8105mm Z 35980mm,X 79000mm Y 8755mm Z 35980mm,ANG_100x100x13,=21945/500279,   0.000   0.000  -1.000,SUPP,
 =21945/500284,SCTN,X 79000mm Y 8105mm Z 35980mm,X 79000mm Y 8105mm Z 35980mm,X 79000mm Y 8105mm Z 35440mm,ANG_100x100x13,=21945/500279,  -1.000   0.000   0.000,SUPP,
 =21945/500287,SCTN,X 79000mm Y 8755mm Z 35980mm,X 79000mm Y 8755mm Z 35980mm,X 79000mm Y 8755mm Z 35426mm,ANG_100x100x13,=21945/500279,   0.000  -1.000   0.000,SUPP,
 =21945/500264,SCTN,X 82641mm Y 7655mm Z 35450mm,X 82641mm Y 7655mm Z 35450mm,X 82641mm Y 7655mm Z 35302mm,ANG_100x100x13,=21945/500251,   0.000   1.000   0.000,SUPP,start
 =21945/500262,SCTN,X 83291mm Y 7655mm Z 35450mm,X 83291mm Y 7655mm Z 35450mm,X 83291mm Y 7655mm Z 35302mm,ANG_100x100x13,=21945/500251,  -1.000   0.000   0.000,SUPP,start
 =21945/500253,SCTN,X 82641mm Y 7655mm Z 35980mm,X 82641mm Y 7655mm Z 35980mm,X 83291mm Y 7655mm Z 35980mm,ANG_100x100x13,=21945/500251,   0.000   0.000  -1.000,SUPP,
 =21945/500254,SCTN,X 82641mm Y 7655mm Z 35980mm,X 82641mm Y 7655mm Z 35980mm,X 82641mm Y 7655mm Z 35450mm,ANG_100x100x13,=21945/500251,   0.000   1.000   0.000,SUPP,
 =21945/500255,SCTN,X 83291mm Y 7655mm Z 35980mm,X 83291mm Y 7655mm Z 35980mm,X 83291mm Y 7655mm Z 35450mm,ANG_100x100x13,=21945/500251,  -1.000   0.000   0.000,SUPP,
 =21945/592977,SCTN,X 94290mm Y 7970mm Z 37640mm,X 94290mm Y 7970mm Z 37640mm,X 93050mm Y 7970mm Z 37640mm,ANG_100x100x13,=30137/51508,   0.000   0.000  -1.000,SUPP,
 =21945/592975,SCTN,X 94290mm Y 8810mm Z 37640mm,X 94290mm Y 8810mm Z 37640mm,X 93050mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/51508,   0.000   1.000   0.000,SUPP,
 =21945/435271,SCTN,X 94160mm Y 7970mm Z 37627mm,X 94160mm Y 7970mm Z 37627mm,X 94160mm Y 7970mm Z 37440mm,ANG_75x75x6,=30137/51508,   0.000  -1.000   0.000,SUPP,
 =21945/435270,SCTN,X 94160mm Y 7970mm Z 37440mm,X 94160mm Y 7970mm Z 37440mm,X 94160mm Y 8810mm Z 37440mm,ANG_75x75x6,=30137/51508,  -1.000   0.000   0.000,SUPP,
 =21945/435267,SCTN,X 94160mm Y 8810mm Z 37627mm,X 94160mm Y 8810mm Z 37627mm,X 94160mm Y 8810mm Z 37440mm,ANG_75x75x6,=30137/51508,  -1.000   0.000   0.000,SUPP,
 =30137/51558,SCTN,X 88900mm Y 8810mm Z 37640mm,X 88900mm Y 8810mm Z 37640mm,X 92550mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/51556,   0.000   0.000  -1.000,SUPP,
 =30137/51559,SCTN,X 90775mm Y 7970mm Z 37027mm,X 90775mm Y 7970mm Z 37027mm,X 90775mm Y 7970mm Z 37627mm,ANG_100x100x13,=30137/51556,  -1.000   0.000   0.000,SUPP,
 =30137/51562,SCTN,X 90775mm Y 7590mm Z 37127mm,X 90775mm Y 7590mm Z 37127mm,X 90775mm Y 7957mm Z 37127mm,ANG_100x100x13,=30137/51556,   0.000   0.000  -1.000,SUPP,
 =30137/51565,SCTN,X 90775mm Y 8810mm Z 37440mm,X 90775mm Y 8810mm Z 37440mm,X 90775mm Y 8810mm Z 37627mm,ANG_75x75x6,=30137/51556,   0.000   1.000   0.000,SUPP,
 =30137/51568,SCTN,X 90775mm Y 7970mm Z 37440mm,X 90775mm Y 7970mm Z 37440mm,X 90775mm Y 8810mm Z 37440mm,ANG_75x75x6,=30137/51556,  -1.000   0.000   0.000,SUPP,
 =30137/51572,SCTN,X 88800mm Y 7970mm Z 37640mm,X 88800mm Y 7970mm Z 37640mm,X 92550mm Y 7970mm Z 37640mm,ANG_100x100x13,=30137/51556,   0.000  -1.000   0.000,SUPP,
 =21945/496645,SCTN,X 90130mm Y 6670mm Z 37640mm,X 90130mm Y 6670mm Z 37640mm,X 90130mm Y 3475mm Z 37640mm,ANG_100x100x13,=21945/496643,  -1.000   0.000   0.000,SUPP,
 =21945/496648,SCTN,X 90130mm Y 5800mm Z 37627mm,X 90130mm Y 5800mm Z 37627mm,X 90130mm Y 5800mm Z 37047mm,ANG_100x100x13,=21945/496643,   0.000  -1.000   0.000,SUPP,
 =21945/496651,SCTN,X 90117mm Y 5800mm Z 37147mm,X 90117mm Y 5800mm Z 37147mm,X 89630mm Y 5800mm Z 37147mm,ANG_100x100x13,=21945/496643,   0.000   0.000  -1.000,SUPP,
 =30137/51584,SCTN,X 88800mm Y 6890mm Z 37640mm,X 88800mm Y 6890mm Z 37640mm,X 92550mm Y 6890mm Z 37640mm,ANG_100x100x13,=30137/51582,   0.000   0.000  -1.000,SUPP,
 =30137/51585,SCTN,X 90130mm Y 6890mm Z 37640mm,X 90130mm Y 6890mm Z 37640mm,X 90130mm Y 6690mm Z 37640mm,ANG_100x100x13,=30137/51582,  -1.000   0.000   0.000,SUPP,
 =21945/496661,SCTN,X 84250mm Y 8810mm Z 37640mm,X 84250mm Y 8810mm Z 37640mm,X 88300mm Y 8810mm Z 37640mm,ANG_100x100x13,=21945/496656,   0.000   0.000  -1.000,SUPP,
 =21945/496668,SCTN,X 87882mm Y 6740mm Z 37640mm,X 87882mm Y 6740mm Z 37640mm,X 87882mm Y 7090mm Z 37640mm,ANG_100x100x13,=21945/496656,   0.000   0.000  -1.000,SUPP,
 =21945/496673,SCTN,X 86305mm Y 8810mm Z 37440mm,X 86305mm Y 8810mm Z 37440mm,X 86305mm Y 8810mm Z 37627mm,ANG_75x75x6,=21945/496656,   0.000   1.000   0.000,SUPP,
 =21945/496676,SCTN,X 86305mm Y 7090mm Z 37440mm,X 86305mm Y 7090mm Z 37440mm,X 86305mm Y 7090mm Z 37627mm,ANG_75x75x6,=21945/496656,   0.000   1.000   0.000,SUPP,
 =21945/496680,SCTN,X 86305mm Y 7090mm Z 37440mm,X 86305mm Y 7090mm Z 37440mm,X 86305mm Y 8810mm Z 37440mm,ANG_75x75x6,=21945/496656,  -1.000   0.000   0.000,SUPP,
 =21945/496681,SCTN,X 84250mm Y 7090mm Z 37640mm,X 84250mm Y 7090mm Z 37640mm,X 88300mm Y 7090mm Z 37640mm,ANG_100x100x13,=21945/496656,   0.000   0.000  -1.000,SUPP,
 =30137/51628,SCTN,X 84250mm Y 9910mm Z 37640mm,X 84250mm Y 9910mm Z 37640mm,X 88300mm Y 9910mm Z 37640mm,ANG_100x100x13,=30137/51626,   0.000  -1.000   0.000,SUPP,
 =30137/51631,SCTN,X 80300mm Y 8810mm Z 37640mm,X 80300mm Y 8810mm Z 37640mm,X 83750mm Y 8810mm Z 37640mm,ANG_100x100x13,=30137/51629,   0.000   0.000  -1.000,SUPP,
 =30137/51632,SCTN,X 82055mm Y 8810mm Z 37440mm,X 82055mm Y 8810mm Z 37440mm,X 82055mm Y 8810mm Z 37627mm,ANG_75x75x6,=30137/51629,   0.000   1.000   0.000,SUPP,
 =30137/51635,SCTN,X 82055mm Y 7090mm Z 37440mm,X 82055mm Y 7090mm Z 37440mm,X 82055mm Y 7090mm Z 37627mm,ANG_75x75x6,=30137/51629,   0.000   1.000   0.000,SUPP,
 =30137/51638,SCTN,X 82055mm Y 7090mm Z 37440mm,X 82055mm Y 7090mm Z 37440mm,X 82055mm Y 8810mm Z 37440mm,ANG_75x75x6,=30137/51629,  -1.000   0.000   0.000,SUPP,
 =30137/51642,SCTN,X 80300mm Y 7090mm Z 37640mm,X 80300mm Y 7090mm Z 37640mm,X 83750mm Y 7090mm Z 37640mm,ANG_100x100x13,=30137/51629,   0.000   0.000  -1.000,SUPP,
 =30137/51645,SCTN,X 80300mm Y 10485mm Z 37640mm,X 80300mm Y 10485mm Z 37640mm,X 83750mm Y 10485mm Z 37640mm,ANG_100x100x13,=30137/51643,   0.000  -1.000   0.000,SUPP,
 =30137/51647,SCTN,X 80300mm Y 9805mm Z 37640mm,X 80300mm Y 9805mm Z 37640mm,X 83750mm Y 9805mm Z 37640mm,ANG_100x100x13,=30137/51643,   0.000   0.000  -1.000,SUPP,
 =21945/496563,SCTN,X 77000mm Y 10485mm Z 37630mm,X 77000mm Y 10485mm Z 37630mm,X 77000mm Y 10485mm Z 35302mm,ANG_75x75x6,=21945/496561,  -1.000   0.000   0.000,SUPP,
 =21945/496564,SCTN,X 77000mm Y 8764mm Z 37630mm,X 77000mm Y 8764mm Z 37630mm,X 77000mm Y 8764mm Z 35302mm,ANG_75x75x6,=21945/496561,   0.000  -1.000   0.000,SUPP,
 =21945/496565,SCTN,X 76650mm Y 10485mm Z 37640mm,X 76650mm Y 10485mm Z 37640mm,X 79800mm Y 10485mm Z 37640mm,ANG_100x100x13,=21945/496561,   0.000  -1.000   0.000,SUPP,
 =21945/496574,SCTN,X 77946mm Y 10472mm Z 37640mm,X 77946mm Y 10472mm Z 37640mm,X 77946mm Y 8778mm Z 37640mm,ANG_100x100x13,=21945/496561,  -1.000   0.000   0.000,SUPP,
 =21945/496590,SCTN,X 77628mm Y 9150mm Z 37147mm,X 77628mm Y 9150mm Z 37147mm,X 77628mm Y 8765mm Z 37147mm,ANG_100x100x13,=21945/496561,  -1.000   0.000   0.000,SUPP,
 =21945/496585,SCTN,X 77628mm Y 8765mm Z 37625mm,X 77628mm Y 8765mm Z 37625mm,X 77628mm Y 8765mm Z 37047mm,ANG_100x100x13,=21945/496561,   0.000  -1.000   0.000,SUPP,
 =21945/496578,SCTN,X 76650mm Y 8765mm Z 37640mm,X 76650mm Y 8765mm Z 37640mm,X 79800mm Y 8765mm Z 37640mm,ANG_100x100x13,=21945/496561,   0.000   0.000  -1.000,SUPP,
 =21945/496583,SCTN,X 77946mm Y 9805mm Z 37640mm,X 77946mm Y 9805mm Z 37640mm,X 79800mm Y 9805mm Z 37640mm,ANG_100x100x13,=21945/496561,   0.000   0.000  -1.000,SUPP,
 =21945/496611,SCTN,X 78820mm Y 9805mm Z 37640mm,X 78820mm Y 9805mm Z 37640mm,X 78820mm Y 9805mm Z 37820mm,ANG_100x100x13,=21945/496561,   0.000   1.000   0.000,SUPP,
 =21945/496612,SCTN,X 78820mm Y 8765mm Z 37640mm,X 78820mm Y 8765mm Z 37640mm,X 78820mm Y 8765mm Z 37820mm,ANG_100x100x13,=21945/496561,   0.000   1.000   0.000,SUPP,
 =21945/503462,SCTN,X 79606mm Y 8765mm Z 37640mm,X 79606mm Y 8765mm Z 37640mm,X 79606mm Y 8765mm Z 37820mm,ANG_100x100x13,=21945/496561,   0.000   1.000   0.000,SUPP,
 =21945/520036,SCTN,X 78425mm Y 9027mm Z 37635mm,X 78425mm Y 9027mm Z 37635mm,X 78425mm Y 9716mm Z 37635mm,ANG_90x90x10,=21945/496561,   1.000   0.000   0.000,SUPP,
 =21945/520039,SCTN,X 78415mm Y 9131mm Z 37635mm,X 78415mm Y 9131mm Z 37635mm,X 77946mm Y 9131mm Z 37635mm,ANG_90x90x10,=21945/496561,   0.000   0.000  -1.000,SUPP,
 =21945/520040,SCTN,X 78415mm Y 9612mm Z 37635mm,X 78415mm Y 9612mm Z 37635mm,X 77946mm Y 9612mm Z 37635mm,ANG_90x90x10,=21945/496561,   0.000   1.000   0.000,SUPP,
 =21945/496743,SCTN,X 94960mm Y 533mm Z 37640mm,X 94960mm Y 533mm Z 37640mm,X 91900mm Y 533mm Z 37640mm,ANG_100x100x13,=21945/496741,   0.000   0.000  -1.000,SUPP,
 =21945/496751,SCTN,X 94460mm Y -467mm Z 37640mm,X 94460mm Y -467mm Z 37640mm,X 94460mm Y -687mm Z 37640mm,ANG_100x100x13,=21945/496741,  -1.000   0.000   0.000,SUPP,
 =21945/496753,SCTN,X 94960mm Y -467mm Z 37640mm,X 94960mm Y -467mm Z 37640mm,X 91900mm Y -467mm Z 37640mm,ANG_100x100x13,=21945/496741,   0.000   1.000   0.000,SUPP,
 =30137/51680,SCTN,X 91400mm Y -467mm Z 37640mm,X 91400mm Y -467mm Z 37640mm,X 88800mm Y -467mm Z 37640mm,ANG_100x100x13,=30137/51678,   0.000   1.000   0.000,SUPP,
 =21945/496769,SCTN,X 88300mm Y -467mm Z 37640mm,X 88300mm Y -467mm Z 37640mm,X 84550mm Y -467mm Z 37640mm,ANG_100x100x13,=21945/496767,   0.000   1.000   0.000,SUPP,
 =21945/496772,SCTN,X 86625mm Y -467mm Z 37640mm,X 86625mm Y -467mm Z 37640mm,X 86625mm Y -687mm Z 37640mm,ANG_100x100x13,=21945/496767,  -1.000   0.000   0.000,SUPP,
 =21945/496790,SCTN,X 84050mm Y -467mm Z 37640mm,X 84050mm Y -467mm Z 37640mm,X 80300mm Y -467mm Z 37640mm,ANG_100x100x13,=21945/496788,   0.000   1.000   0.000,SUPP,
 =21945/496793,SCTN,X 82210mm Y -467mm Z 37640mm,X 82210mm Y -467mm Z 37640mm,X 82210mm Y -687mm Z 37640mm,ANG_100x100x13,=21945/496788,  -1.000   0.000   0.000,SUPP,
 =21945/496779,SCTN,X 77270mm Y -467mm Z 37640mm,X 77270mm Y -467mm Z 37640mm,X 79800mm Y -467mm Z 37640mm,ANG_100x100x13,=21945/496777,   0.000   0.000  -1.000,SUPP,
 =21945/496784,SCTN,X 78075mm Y -687mm Z 37640mm,X 78075mm Y -687mm Z 37640mm,X 78075mm Y -467mm Z 37640mm,ANG_100x100x13,=21945/496777,   0.000   0.000  -1.000,SUPP,
 =21945/496800,SCTN,X 93594mm Y -842mm Z 39115mm,X 93594mm Y -842mm Z 39115mm,X 94114mm Y -842mm Z 39115mm,ANG_75x75x6,=21945/496798,   0.000   0.000  -1.000,SUPP,
 =21945/496801,SCTN,X 93594mm Y -842mm Z 39115mm,X 93594mm Y -842mm Z 39115mm,X 93594mm Y -842mm Z 38416mm,ANG_75x75x6,=21945/496798,   0.000   1.000   0.000,SUPP,
 =21945/496803,SCTN,X 94114mm Y -842mm Z 39115mm,X 94114mm Y -842mm Z 39115mm,X 94114mm Y -842mm Z 38416mm,ANG_75x75x6,=21945/496798,  -1.000   0.000   0.000,SUPP,
 =21945/496805,SCTN,X 94247mm Y -842mm Z 38416mm,X 94247mm Y -842mm Z 38416mm,X 91900mm Y -842mm Z 38416mm,ANG_100x100x13,=21945/496798,   0.000   1.000   0.000,SUPP,
 =21945/496807,SCTN,X 94160mm Y 533mm Z 38416mm,X 94160mm Y 533mm Z 38416mm,X 91900mm Y 533mm Z 38416mm,ANG_100x100x13,=21945/496798,   0.000   0.000  -1.000,SUPP,
 =21945/496809,SCTN,X 94260mm Y 533mm Z 38416mm,X 94260mm Y 533mm Z 38416mm,X 94260mm Y -1135mm Z 38416mm,ANG_100x100x13,=21945/496798,  -1.000   0.000   0.000,SUPP,
 =21945/496811,SCTN,X 94260mm Y 533mm Z 37640mm,X 94260mm Y 533mm Z 37640mm,X 94260mm Y 533mm Z 38416mm,ANG_100x100x13,=21945/496798,  -1.000   0.000   0.000,SUPP,
 =21945/496813,SCTN,X 94260mm Y -467mm Z 37640mm,X 94260mm Y -467mm Z 37640mm,X 94260mm Y -467mm Z 38404mm,ANG_100x100x13,=21945/496798,   0.000   1.000   0.000,SUPP,
 =21945/496816,SCTN,X 94960mm Y 533mm Z 38416mm,X 94960mm Y 533mm Z 38416mm,X 94260mm Y 533mm Z 38416mm,ANG_100x100x13,=21945/496798,   0.000   0.000  -1.000,SUPP,
 =21945/496820,SCTN,X 94960mm Y -842mm Z 38416mm,X 94960mm Y -842mm Z 38416mm,X 94260mm Y -842mm Z 38416mm,ANG_100x100x13,=21945/496798,   0.000   1.000   0.000,SUPP,
 =21945/499486,SCTN,X 88600mm Y -517mm Z 38596mm,X 88600mm Y -517mm Z 38596mm,X 88600mm Y -517mm Z 38416mm,ANG_100x100x13,=21945/496929,  -1.000   0.000   0.000,SUPP,
 =21945/496931,SCTN,X 89055mm Y -842mm Z 39286mm,X 89055mm Y -842mm Z 39286mm,X 89055mm Y -842mm Z 38416mm,ANG_75x75x6,=21945/496929,  -1.000   0.000   0.000,SUPP,
 =21945/496932,SCTN,X 88750mm Y -842mm Z 39286mm,X 88750mm Y -842mm Z 39286mm,X 88750mm Y -842mm Z 38416mm,ANG_75x75x6,=21945/496929,   0.000   1.000   0.000,SUPP,
 =21945/496933,SCTN,X 88750mm Y -842mm Z 39286mm,X 88750mm Y -842mm Z 39286mm,X 89055mm Y -842mm Z 39286mm,ANG_75x75x6,=21945/496929,   0.000   0.000  -1.000,SUPP,
 =21945/496934,SCTN,X 89341mm Y -842mm Z 38896mm,X 89341mm Y -842mm Z 38896mm,X 89341mm Y -842mm Z 38416mm,ANG_75x75x6,=21945/496929,  -1.000   0.000   0.000,SUPP,
 =21945/496935,SCTN,X 89055mm Y -842mm Z 38896mm,X 89055mm Y -842mm Z 38896mm,X 89341mm Y -842mm Z 38896mm,ANG_75x75x6,=21945/496929,   0.000   0.000  -1.000,SUPP,
 =21945/496936,SCTN,X 91700mm Y 533mm Z 38416mm,X 91700mm Y 533mm Z 38416mm,X 88600mm Y 533mm Z 38416mm,ANG_100x100x13,=21945/496929,   0.000   0.000  -1.000,SUPP,
 =21945/496937,SCTN,X 91574mm Y 533mm Z 38756mm,X 91574mm Y 533mm Z 38756mm,X 91574mm Y 533mm Z 38416mm,ANG_75x75x6,=21945/496929,   0.000  -1.000   0.000,SUPP,
 =21945/496938,SCTN,X 90912mm Y 533mm Z 38756mm,X 90912mm Y 533mm Z 38756mm,X 90912mm Y 533mm Z 38416mm,ANG_75x75x6,=21945/496929,   1.000   0.000   0.000,SUPP,
 =21945/496939,SCTN,X 90912mm Y 533mm Z 38756mm,X 90912mm Y 533mm Z 38756mm,X 91574mm Y 533mm Z 38756mm,ANG_75x75x6,=21945/496929,   0.000  -1.000   0.000,SUPP,
 =21945/496940,SCTN,X 91880mm Y 533mm Z 38416mm,X 91880mm Y 533mm Z 38416mm,X 91700mm Y 533mm Z 38416mm,ANG_100x100x13,=21945/496929,   0.000   0.000  -1.000,SUPP,
 =21945/496948,SCTN,X 91880mm Y -842mm Z 38416mm,X 91880mm Y -842mm Z 38416mm,X 91700mm Y -842mm Z 38416mm,ANG_100x100x13,=21945/496929,   0.000   1.000   0.000,SUPP,
 =21945/496956,SCTN,X 91700mm Y -467mm Z 38404mm,X 91700mm Y -467mm Z 38404mm,X 91700mm Y -467mm Z 37640mm,ANG_100x100x13,=21945/496929,  -1.000   0.000   0.000,SUPP,
 =21945/496959,SCTN,X 91700mm Y 533mm Z 38316mm,X 91700mm Y 533mm Z 38316mm,X 91700mm Y 533mm Z 37640mm,ANG_100x100x13,=21945/496929,   0.000  -1.000   0.000,SUPP,
 =21945/496961,SCTN,X 91700mm Y 533mm Z 38416mm,X 91700mm Y 533mm Z 38416mm,X 91700mm Y -1135mm Z 38416mm,ANG_100x100x13,=21945/496929,  -1.000   0.000   0.000,SUPP,
 =21945/496963,SCTN,X 91687mm Y -842mm Z 38416mm,X 91687mm Y -842mm Z 38416mm,X 88600mm Y -842mm Z 38416mm,ANG_100x100x13,=21945/496929,   0.000   1.000   0.000,SUPP,
 =21945/496965,SCTN,X 90150mm Y 108mm Z 38416mm,X 90150mm Y 108mm Z 38416mm,X 90150mm Y 520mm Z 38416mm,ANG_75x75x6,=21945/496929,   0.000   0.000  -1.000,SUPP,
 =21945/496968,SCTN,X 88600mm Y 533mm Z 38416mm,X 88600mm Y 533mm Z 38416mm,X 88600mm Y -1135mm Z 38416mm,ANG_100x100x13,=21945/496929,  -1.000   0.000   0.000,SUPP,
 =21945/496984,SCTN,X 88600mm Y 533mm Z 38316mm,X 88600mm Y 533mm Z 38316mm,X 88600mm Y 533mm Z 37640mm,ANG_100x100x13,=21945/496929,   0.000  -1.000   0.000,SUPP,
 =21945/496986,SCTN,X 88600mm Y -397mm Z 38404mm,X 88600mm Y -397mm Z 38404mm,X 88600mm Y -397mm Z 37640mm,ANG_100x100x13,=21945/496929,   0.000  -1.000   0.000,SUPP,
 =21945/496989,SCTN,X 88587mm Y -842mm Z 38416mm,X 88587mm Y -842mm Z 38416mm,X 88320mm Y -842mm Z 38416mm,ANG_100x100x13,=21945/496929,   0.000   1.000   0.000,SUPP,
 =21945/496998,SCTN,X 88600mm Y 533mm Z 38416mm,X 88600mm Y 533mm Z 38416mm,X 88320mm Y 533mm Z 38416mm,ANG_100x100x13,=21945/496929,   0.000   0.000  -1.000,SUPP,
 =21945/436565,SCTN,X 87804mm Y 533mm Z 39398mm,X 87804mm Y 533mm Z 39398mm,X 87238mm Y 533mm Z 38417mm,ANG_100x100x13,=30137/51870,   0.866   0.000  -0.500,SUPP,
 =30137/79780,SCTN,X 86425mm Y -842mm Z 38416mm,X 86425mm Y -842mm Z 38416mm,X 86425mm Y -1135mm Z 38416mm,ANG_100x100x13,=30137/51870,  -1.000   0.000   0.000,SUPP,
 =30137/51872,SCTN,X 88300mm Y 533mm Z 38416mm,X 88300mm Y 533mm Z 38416mm,X 84550mm Y 533mm Z 38416mm,ANG_100x100x13,=30137/51870,   0.000   0.000  -1.000,SUPP,
 =30137/51873,SCTN,X 87804mm Y 533mm Z 39648mm,X 87804mm Y 533mm Z 39648mm,X 87804mm Y 533mm Z 38417mm,ANG_100x100x13,=30137/51870,   1.000   0.000   0.000,SUPP,
 =30137/51874,SCTN,X 87804mm Y 533mm Z 39648mm,X 87804mm Y 533mm Z 39648mm,X 88049mm Y 533mm Z 39648mm,ANG_100x100x13,=30137/51870,   0.000  -1.000   0.000,SUPP,
 =30137/51876,SCTN,X 85450mm Y 533mm Z 39283mm,X 85450mm Y 533mm Z 39283mm,X 85450mm Y 533mm Z 38416mm,ANG_100x100x13,=30137/51870,   1.000   0.000   0.000,SUPP,
 =21945/436564,SCTN,X 85850mm Y 533mm Z 39283mm,X 85850mm Y 533mm Z 39283mm,X 85850mm Y 533mm Z 38416mm,ANG_100x100x13,=30137/51870,   0.000  -1.000   0.000,SUPP,
 =30137/51877,SCTN,X 85450mm Y 533mm Z 39283mm,X 85450mm Y 533mm Z 39283mm,X 85850mm Y 533mm Z 39283mm,ANG_100x100x13,=30137/51870,   0.000  -1.000   0.000,SUPP,
 =30137/51879,SCTN,X 86425mm Y 520mm Z 38416mm,X 86425mm Y 520mm Z 38416mm,X 86425mm Y 108mm Z 38416mm,ANG_75x75x6,=30137/51870,  -1.000   0.000   0.000,SUPP,
 =30137/51882,SCTN,X 88300mm Y -842mm Z 38416mm,X 88300mm Y -842mm Z 38416mm,X 84550mm Y -842mm Z 38416mm,ANG_100x100x13,=30137/51870,   0.000   1.000   0.000,SUPP,
 =21945/499431,SCTN,X 80100mm Y -517mm Z 38596mm,X 80100mm Y -517mm Z 38596mm,X 80100mm Y -517mm Z 38416mm,ANG_100x100x13,=30137/51820,  -1.000   0.000   0.000,SUPP,
 =21945/499459,SCTN,X 84255mm Y -517mm Z 38596mm,X 84255mm Y -517mm Z 38596mm,X 84255mm Y -517mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000   1.000   0.000,SUPP,
 =30137/79774,SCTN,X 82210mm Y -842mm Z 38416mm,X 82210mm Y -842mm Z 38416mm,X 82210mm Y -1135mm Z 38416mm,ANG_100x100x13,=30137/51820,  -1.000   0.000   0.000,SUPP,
 =21945/497063,SCTN,X 80100mm Y -842mm Z 38416mm,X 80100mm Y -842mm Z 38416mm,X 80100mm Y -1135mm Z 38416mm,ANG_100x100x13,=30137/51820,  -1.000   0.000   0.000,SUPP,
 =21945/497051,SCTN,X 84255mm Y -842mm Z 38416mm,X 84255mm Y -842mm Z 38416mm,X 84255mm Y -1135mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000   0.000  -1.000,SUPP,
 =30137/51822,SCTN,X 84255mm Y 533mm Z 38416mm,X 84255mm Y 533mm Z 38416mm,X 80100mm Y 533mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000   0.000  -1.000,SUPP,
 =30137/51823,SCTN,X 79820mm Y 533mm Z 38416mm,X 79820mm Y 533mm Z 38416mm,X 80100mm Y 533mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000  -1.000   0.000,SUPP,
 =30137/51831,SCTN,X 79820mm Y -842mm Z 38416mm,X 79820mm Y -842mm Z 38416mm,X 80100mm Y -842mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000   0.000  -1.000,SUPP,
 =30137/51839,SCTN,X 80100mm Y -467mm Z 38406mm,X 80100mm Y -467mm Z 38406mm,X 80100mm Y -467mm Z 37640mm,ANG_75x75x6,=30137/51820,   0.000   1.000   0.000,SUPP,
 =30137/51841,SCTN,X 80100mm Y 533mm Z 38416mm,X 80100mm Y 533mm Z 38416mm,X 80100mm Y -842mm Z 38416mm,ANG_100x100x13,=30137/51820,  -1.000   0.000   0.000,SUPP,
 =30137/51842,SCTN,X 80100mm Y 533mm Z 38316mm,X 80100mm Y 533mm Z 38316mm,X 80100mm Y 533mm Z 37640mm,ANG_100x100x13,=30137/51820,   0.000  -1.000   0.000,SUPP,
 =30137/51843,SCTN,X 82210mm Y 108mm Z 38416mm,X 82210mm Y 108mm Z 38416mm,X 82210mm Y 520mm Z 38416mm,ANG_75x75x6,=30137/51820,   0.000   0.000  -1.000,SUPP,
 =30137/51846,SCTN,X 84255mm Y -842mm Z 38416mm,X 84255mm Y -842mm Z 38416mm,X 80100mm Y -842mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000   1.000   0.000,SUPP,
 =30137/51847,SCTN,X 84255mm Y 533mm Z 38416mm,X 84255mm Y 533mm Z 38416mm,X 84255mm Y -842mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000   0.000  -1.000,SUPP,
 =30137/51848,SCTN,X 84255mm Y 533mm Z 38316mm,X 84255mm Y 533mm Z 38316mm,X 84255mm Y 533mm Z 37640mm,ANG_100x100x13,=30137/51820,   1.000   0.000   0.000,SUPP,
 =30137/51849,SCTN,X 84255mm Y -397mm Z 38404mm,X 84255mm Y -397mm Z 38404mm,X 84255mm Y -397mm Z 37640mm,ANG_100x100x13,=30137/51820,   1.000   0.000   0.000,SUPP,
 =30137/51851,SCTN,X 84530mm Y -842mm Z 38416mm,X 84530mm Y -842mm Z 38416mm,X 84255mm Y -842mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000   1.000   0.000,SUPP,
 =30137/51859,SCTN,X 84530mm Y 533mm Z 38416mm,X 84530mm Y 533mm Z 38416mm,X 84255mm Y 533mm Z 38416mm,ANG_100x100x13,=30137/51820,   0.000   0.000  -1.000,SUPP,
 =30137/79771,SCTN,X 78075mm Y -842mm Z 38416mm,X 78075mm Y -842mm Z 38416mm,X 78075mm Y -1135mm Z 38416mm,ANG_100x100x13,=30137/51886,  -1.000   0.000   0.000,SUPP,
 =30137/51888,SCTN,X 77270mm Y 533mm Z 38416mm,X 77270mm Y 533mm Z 38416mm,X 79800mm Y 533mm Z 38416mm,ANG_100x100x13,=30137/51886,   0.000  -1.000   0.000,SUPP,
 =30137/51892,SCTN,X 78075mm Y 520mm Z 38416mm,X 78075mm Y 520mm Z 38416mm,X 78075mm Y 108mm Z 38416mm,ANG_75x75x6,=30137/51886,  -1.000   0.000   0.000,SUPP,
